customer_key,customer_id,full_name,email,primera_compra,ultima_compra,fecha_referencia,numero_compras,unidades_compradas,unidades_devueltas,ingresos_brutos,importe_devuelto,ingresos_netos,margen_neto_estimado,ticket_medio,antiguedad_dias,recencia_dias,frecuencia_mensual,frecuencia_anual,tasa_devolucion_importe,tasa_devolucion_unidades,margen_neto_pct,cltv_historico_ingresos,cltv_historico_margen,cltv_estimado_12m_ingresos,cltv_estimado_12m_margen,lineas_coste_imputado,churn_risk_score,churn_risk_level,recommended_action,r_score,f_score,m_score,rfm_score,rfm_code,segmento_rfm
5274,5276,Alberto Godoy Escobar,alberto.godoy_2524@example.com,2023-08-04,2023-08-04,2025-12-30,1,1,1,149.90,149.90,0.00,0.00,149.90,879,879,0.0346,0.4155,1.0000,1.0000,,0.00,0.00,62.29,0.00,0,80,Critico,Revisar experiencia y causas de devolucion,2,1,1,4,211,Clientes dormidos
5275,5277,Anselmo Arce Argüelles,anselmo.arce_2525@example.com,2025-10-02,2025-10-02,2025-12-30,1,2,0,51.98,0.00,51.98,20.80,51.98,89,89,0.3420,1.0000,0.0000,0.0000,0.4002,51.98,20.80,213.32,85.36,0,8,Bajo,Fidelizacion y venta cruzada,4,2,2,8,422,Clientes medios
5276,5278,Gonzalo Coronado Cuadrado,gonzalo.coronado_2526@example.com,2025-09-03,2025-09-03,2025-12-30,1,1,0,59.99,0.00,59.99,24.00,59.99,118,118,0.2579,1.0000,0.0000,0.0000,0.4001,59.99,24.00,185.69,74.29,0,21,Bajo,Mantener seguimiento comercial,4,2,2,8,422,Clientes medios
5277,5279,Genoveva Andrade Cuadrado,genoveva.andrade_2527@example.com,2023-07-29,2023-07-29,2025-12-30,1,2,0,379.98,0.00,379.98,152.00,379.98,885,885,0.0344,0.4127,0.0000,0.0000,0.4000,379.98,152.00,156.82,62.73,0,75,Critico,Recuperacion prioritaria de alto valor,2,5,5,12,255,Valiosos en riesgo
5278,5280,Constanza Castell Heredia,constanza.castell_2528@example.com,2023-07-24,2023-07-24,2025-12-30,1,1,0,149.99,0.00,149.99,60.00,149.99,890,890,0.0342,0.4104,0.0000,0.0000,0.4000,149.99,60.00,61.55,24.62,0,68,Alto,Campana de reactivacion personalizada,2,3,3,8,233,Clientes medios
5279,5281,Iliana Buitrago Andrade,iliana.buitrago_2529@example.com,2025-09-08,2025-09-08,2025-12-30,1,2,0,499.98,0.00,499.98,200.00,499.98,113,113,0.2694,1.0000,0.0000,0.0000,0.4000,499.98,200.00,1616.09,646.46,0,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
5280,5282,Gael Bandeira Colunga,gael.bandeira_2530@example.com,2022-05-30,2022-05-30,2025-12-30,1,1,1,129.99,129.99,0.00,0.00,129.99,1310,1310,0.0232,0.2788,1.0000,1.0000,,0.00,0.00,36.24,0.00,0,80,Critico,Revisar experiencia y causas de devolucion,2,1,1,4,211,Clientes dormidos
5281,5283,Gonzalo Falcón Abarca,gonzalo.falcón_2531@example.com,2023-07-31,2023-07-31,2025-12-30,1,1,0,25.99,0.00,25.99,10.40,25.99,883,883,0.0345,0.4136,0.0000,0.0000,0.4002,25.99,10.40,10.75,4.30,0,60,Alto,Mantener seguimiento comercial,2,1,1,4,211,Clientes dormidos
5282,5284,Almudena Becerra Bustillo,almudena.becerra_2532@example.com,2023-08-07,2023-08-07,2025-12-30,1,1,0,149.99,0.00,149.99,60.00,149.99,876,876,0.0347,0.4170,0.0000,0.0000,0.4000,149.99,60.00,62.54,25.02,0,68,Alto,Campana de reactivacion personalizada,3,3,3,9,333,Clientes medios
5283,5285,Ernesto Espinosa Andrade,ernesto.espinosa_2533@example.com,2024-11-25,2024-11-25,2025-12-30,1,1,0,139.99,0.00,139.99,56.00,139.99,400,400,0.0761,0.9131,0.0000,0.0000,0.4000,139.99,56.00,127.83,51.14,0,60,Alto,Campana de reactivacion personalizada,3,3,3,9,333,Clientes medios
5284,5286,Ariadna Figueroa Espinosa,ariadna.figueroa_2534@example.com,2021-03-22,2021-03-22,2025-12-30,1,2,0,299.98,0.00,299.98,120.00,299.98,1744,1744,0.0175,0.2094,0.0000,0.0000,0.4000,299.98,120.00,62.83,25.13,0,75,Critico,Recuperacion prioritaria de alto valor,1,4,4,9,144,Valiosos en riesgo
5285,5287,Arán Colunga Godoy,arán.colunga_2535@example.com,2025-09-12,2025-09-12,2025-12-30,1,1,0,129.90,0.00,129.90,51.96,129.90,109,109,0.2792,1.0000,0.0000,0.0000,0.4000,129.90,51.96,435.28,174.11,0,21,Bajo,Mantener seguimiento comercial,4,3,3,10,433,Clientes fieles recientes
5286,5288,Iago Colunga Barrenechea,iago.colunga_2536@example.com,2022-04-30,2022-04-30,2025-12-30,1,1,0,24.99,0.00,24.99,10.00,24.99,1340,1340,0.0227,0.2726,0.0000,0.0000,0.4002,24.99,10.00,6.81,2.73,0,60,Alto,Mantener seguimiento comercial,2,1,1,4,211,Clientes dormidos
5287,5289,Constanza Antúnez Galán,constanza.antúnez_2537@example.com,2022-04-20,2022-04-20,2025-12-30,1,3,0,299.70,0.00,299.70,119.88,299.70,1350,1350,0.0225,0.2706,0.0000,0.0000,0.4000,299.70,119.88,81.09,32.43,0,68,Alto,Campana de reactivacion personalizada,1,4,4,9,144,Valiosos en riesgo
5288,5290,Dámaso Becerra Bellido,dámaso.becerra_2538@example.com,2021-01-01,2021-01-01,2025-12-30,1,1,1,49.99,49.99,0.00,0.00,49.99,1824,1824,0.0167,0.2002,1.0000,1.0000,,0.00,0.00,10.01,0.00,0,80,Critico,Revisar experiencia y causas de devolucion,1,1,1,3,111,Clientes dormidos
5289,5291,Eulalia Godoy Arenas,eulalia.godoy_2539@example.com,2025-09-12,2025-09-12,2025-12-30,1,2,0,599.98,0.00,599.98,240.00,599.98,109,109,0.2792,1.0000,0.0000,0.0000,0.4000,599.98,240.00,2010.48,804.22,0,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
5290,5292,Ciro Alcántara Acedo,ciro.alcántara_2540@example.com,2022-06-23,2022-06-23,2025-12-30,1,2,0,299.98,0.00,299.98,120.00,299.98,1286,1286,0.0237,0.2840,0.0000,0.0000,0.4000,299.98,120.00,85.20,34.08,0,75,Critico,Recuperacion prioritaria de alto valor,2,4,4,10,244,Valiosos en riesgo
5291,5293,Berta Bellido Heredia,berta.bellido_2541@example.com,2023-07-24,2023-07-24,2025-12-30,1,2,0,69.98,0.00,69.98,28.00,69.98,890,890,0.0342,0.4104,0.0000,0.0000,0.4001,69.98,28.00,28.72,11.49,0,60,Alto,Mantener seguimiento comercial,2,2,2,6,222,Clientes dormidos
5292,5294,Clara Galán Cuadrado,clara.galán_2542@example.com,2025-09-17,2025-09-17,2025-12-30,1,2,0,99.98,0.00,99.98,40.00,99.98,104,104,0.2927,1.0000,0.0000,0.0000,0.4001,99.98,40.00,351.13,140.48,0,21,Bajo,Mantener seguimiento comercial,4,3,3,10,433,Clientes fieles recientes
5293,5295,Eladio Becerra Chacón,eladio.becerra_2543@example.com,2024-11-15,2024-11-15,2025-12-30,1,1,0,24.90,0.00,24.90,9.96,24.90,410,410,0.0742,0.8909,0.0000,0.0000,0.4000,24.90,9.96,22.18,8.87,0,52,Medio,Mantener seguimiento comercial,3,1,1,5,311,Clientes medios
5294,5296,Aurelio Carmona Godoy,aurelio.carmona_2544@example.com,2023-08-10,2023-08-10,2025-12-30,1,1,0,59.99,0.00,59.99,24.00,59.99,873,873,0.0349,0.4184,0.0000,0.0000,0.4001,59.99,24.00,25.10,10.04,0,60,Alto,Mantener seguimiento comercial,3,2,2,7,322,Clientes medios
5295,5297,Ciro Cazorla Buitrago,ciro.cazorla_2545@example.com,2023-08-15,2023-08-15,2025-12-30,1,1,0,59.99,0.00,59.99,24.00,59.99,868,868,0.0351,0.4208,0.0000,0.0000,0.4001,59.99,24.00,25.24,10.10,0,60,Alto,Mantener seguimiento comercial,3,2,2,7,322,Clientes medios
5296,5298,Cloe Buitrago Cuadrado,cloe.buitrago_2546@example.com,2023-07-13,2023-07-13,2025-12-30,1,1,0,79.99,0.00,79.99,32.00,79.99,901,901,0.0338,0.4054,0.0000,0.0000,0.4001,79.99,32.00,32.43,12.97,0,60,Alto,Mantener seguimiento comercial,2,2,2,6,222,Clientes dormidos
5297,5299,Brais Encinas Boix,brais.encinas_2547@example.com,2025-09-18,2025-09-18,2025-12-30,1,1,0,39.90,0.00,39.90,15.96,39.90,103,103,0.2955,1.0000,0.0000,0.0000,0.4000,39.90,15.96,141.49,56.60,0,21,Bajo,Mantener seguimiento comercial,4,1,1,6,411,Clientes medios
5298,5300,Cruz Carrillo Castell,cruz.carrillo_2548@example.com,2021-03-29,2021-03-29,2025-12-30,1,1,0,79.99,0.00,79.99,32.00,79.99,1737,1737,0.0175,0.2103,0.0000,0.0000,0.4001,79.99,32.00,16.82,6.73,0,60,Alto,Mantener seguimiento comercial,1,2,2,5,122,Clientes dormidos
5299,5301,Bárbara Adán Ariza,bárbara.adán_2549@example.com,2023-08-07,2023-08-07,2025-12-30,1,1,0,249.99,0.00,249.99,100.00,249.99,876,876,0.0347,0.4170,0.0000,0.0000,0.4000,249.99,100.00,104.23,41.70,0,68,Alto,Campana de reactivacion personalizada,3,4,4,11,344,Alto valor
5300,5302,Gaspar Acedo Buitrago,gaspar.acedo_2550@example.com,2024-12-22,2024-12-22,2025-12-30,1,2,0,379.98,0.00,379.98,152.00,379.98,373,373,0.0816,0.9792,0.0000,0.0000,0.4000,379.98,152.00,372.08,148.84,0,67,Alto,Campana de reactivacion personalizada,3,4,4,11,344,Alto valor
5301,5303,Gracia Bandeira Cabezas,gracia.bandeira_2551@example.com,2024-11-19,2024-11-19,2025-12-30,1,2,0,179.98,0.00,179.98,72.00,179.98,406,406,0.0750,0.8996,0.0000,0.0000,0.4000,179.98,72.00,161.92,64.77,0,60,Alto,Campana de reactivacion personalizada,3,4,4,11,344,Alto valor
5302,5304,Gonzalo Casillas Espinosa,gonzalo.casillas_2552@example.com,2025-10-01,2025-10-01,2025-12-30,1,1,0,49.99,0.00,49.99,20.00,49.99,90,90,0.3382,1.0000,0.0000,0.0000,0.4001,49.99,20.00,202.88,81.17,0,21,Bajo,Mantener seguimiento comercial,4,2,2,8,422,Clientes medios
5303,5305,Ema Alcaraz Becerra,ema.alcaraz_2553@example.com,2022-05-02,2022-05-02,2025-12-30,1,1,0,139.99,0.00,139.99,56.00,139.99,1338,1338,0.0227,0.2730,0.0000,0.0000,0.4000,139.99,56.00,38.21,15.29,0,68,Alto,Campana de reactivacion personalizada,2,3,3,8,233,Clientes medios
5304,5306,Eneko Caparrós Cazorla,eneko.caparrós_2554@example.com,2023-08-29,2023-08-29,2025-12-30,1,1,0,119.99,0.00,119.99,48.00,119.99,854,854,0.0356,0.4277,0.0000,0.0000,0.4000,119.99,48.00,51.32,20.53,0,60,Alto,Mantener seguimiento comercial,3,3,3,9,333,Clientes medios
5305,5307,Cruz Bellido Colunga,cruz.bellido_2555@example.com,2022-06-15,2022-06-15,2025-12-30,1,1,0,34.99,0.00,34.99,14.00,34.99,1294,1294,0.0235,0.2823,0.0000,0.0000,0.4001,34.99,14.00,9.88,3.95,0,60,Alto,Mantener seguimiento comercial,2,1,1,4,211,Clientes dormidos
5306,5308,Alejo Bellido Barrenechea,alejo.bellido_2556@example.com,2023-08-21,2023-08-21,2025-12-30,1,1,0,39.90,0.00,39.90,15.96,39.90,862,862,0.0353,0.4237,0.0000,0.0000,0.4000,39.90,15.96,16.91,6.76,0,60,Alto,Mantener seguimiento comercial,3,1,1,5,311,Clientes medios
5307,5309,Anselmo Astorga Caparrós,anselmo.astorga_2557@example.com,2021-01-18,2021-01-18,2025-12-30,1,1,0,299.99,0.00,299.99,120.00,299.99,1807,1807,0.0168,0.2021,0.0000,0.0000,0.4000,299.99,120.00,60.64,24.26,0,75,Critico,Recuperacion prioritaria de alto valor,1,4,4,9,144,Valiosos en riesgo
5308,5310,Ema Figueroa Delgado,ema.figueroa_2558@example.com,2025-10-20,2025-10-20,2025-12-30,1,1,0,149.99,0.00,149.99,60.00,149.99,71,71,0.4287,1.0000,0.0000,0.0000,0.4000,149.99,60.00,771.60,308.66,0,16,Bajo,Fidelizacion y venta cruzada,5,3,3,11,533,Clientes fieles recientes
5309,5311,Candelaria Guerrero Heredia,candelaria.guerrero_2559@example.com,2022-05-27,2022-05-27,2025-12-30,1,1,0,149.90,0.00,149.90,59.96,149.90,1313,1313,0.0232,0.2782,0.0000,0.0000,0.4000,149.90,59.96,41.70,16.68,0,68,Alto,Campana de reactivacion personalizada,2,3,3,8,233,Clientes medios
5310,5312,Dario Adán Calvo,dario.adán_2560@example.com,2024-11-14,2024-11-14,2025-12-30,1,1,0,34.99,0.00,34.99,14.00,34.99,411,411,0.0741,0.8887,0.0000,0.0000,0.4001,34.99,14.00,31.10,12.44,0,52,Medio,Mantener seguimiento comercial,3,1,1,5,311,Clientes medios
5311,5313,Gonzalo Benavente Calvo,gonzalo.benavente_2561@example.com,2022-06-10,2022-06-10,2025-12-30,1,1,0,299.99,0.00,299.99,120.00,299.99,1299,1299,0.0234,0.2812,0.0000,0.0000,0.4000,299.99,120.00,84.35,33.74,0,75,Critico,Recuperacion prioritaria de alto valor,2,4,4,10,244,Valiosos en riesgo
5312,5314,Gonzalo Granados Bermúdez,gonzalo.granados_2562@example.com,2022-05-17,2022-05-17,2025-12-30,1,1,0,39.90,0.00,39.90,15.96,39.90,1323,1323,0.0230,0.2761,0.0000,0.0000,0.4000,39.90,15.96,11.02,4.41,0,60,Alto,Mantener seguimiento comercial,2,1,1,4,211,Clientes dormidos
5313,5315,Fabián Caparrós Adán,fabián.caparrós_2563@example.com,2024-11-11,2024-11-11,2025-12-30,1,1,0,119.99,0.00,119.99,48.00,119.99,414,414,0.0735,0.8822,0.0000,0.0000,0.4000,119.99,48.00,105.86,42.35,0,52,Medio,Mantener seguimiento comercial,3,3,3,9,333,Clientes medios
5314,5316,Guadalupe Cazorla Andrade,guadalupe.cazorla_2564@example.com,2024-12-15,2024-12-15,2025-12-30,1,2,0,319.98,0.00,319.98,128.00,319.98,380,380,0.0801,0.9612,0.0000,0.0000,0.4000,319.98,128.00,307.56,123.03,0,67,Alto,Campana de reactivacion personalizada,3,4,4,11,344,Alto valor
5315,5317,Baltasar Bandeira Barrenechea,baltasar.bandeira_2565@example.com,2022-05-18,2022-05-18,2025-12-30,1,2,0,399.98,0.00,399.98,160.00,399.98,1322,1322,0.0230,0.2763,0.0000,0.0000,0.4000,399.98,160.00,110.51,44.21,0,75,Critico,Recuperacion prioritaria de alto valor,2,5,5,12,255,Valiosos en riesgo
5316,5318,Adriano Arce Carmona,adriano.arce_2566@example.com,2022-06-06,2022-06-06,2025-12-30,1,1,0,39.99,0.00,39.99,16.00,39.99,1303,1303,0.0234,0.2803,0.0000,0.0000,0.4001,39.99,16.00,11.21,4.49,0,60,Alto,Mantener seguimiento comercial,2,1,1,4,211,Clientes dormidos
5317,5319,Caleb Arenas Cuadrado,caleb.arenas_2567@example.com,2022-04-30,2022-04-30,2025-12-30,1,1,0,199.90,0.00,199.90,79.96,199.90,1340,1340,0.0227,0.2726,0.0000,0.0000,0.4000,199.90,79.96,54.49,21.80,0,68,Alto,Campana de reactivacion personalizada,2,4,4,10,244,Valiosos en riesgo
5318,5320,Guadalupe Caparrós Carrillo,guadalupe.caparrós_2568@example.com,2021-01-02,2021-01-02,2025-12-30,1,1,0,199.99,0.00,199.99,80.00,199.99,1823,1823,0.0167,0.2004,0.0000,0.0000,0.4000,199.99,80.00,40.07,16.03,0,68,Alto,Campana de reactivacion personalizada,1,4,4,9,144,Valiosos en riesgo
5319,5321,Cruz Cuadrado Cañete,cruz.cuadrado_2569@example.com,2023-07-17,2023-07-17,2025-12-30,1,1,0,59.99,0.00,59.99,24.00,59.99,897,897,0.0339,0.4072,0.0000,0.0000,0.4001,59.99,24.00,24.43,9.77,0,60,Alto,Mantener seguimiento comercial,2,2,2,6,222,Clientes dormidos
5320,5322,Bárbara Escobar Adán,bárbara.escobar_2570@example.com,2023-08-17,2023-08-17,2025-12-30,1,1,0,129.99,0.00,129.99,52.00,129.99,866,866,0.0351,0.4218,0.0000,0.0000,0.4000,129.99,52.00,54.83,21.93,0,68,Alto,Campana de reactivacion personalizada,3,3,3,9,333,Clientes medios
5321,5323,Dario Arenas Bielsa,dario.arenas_2571@example.com,2021-01-01,2021-01-01,2025-12-30,1,2,0,239.98,0.00,239.98,96.00,239.98,1824,1824,0.0167,0.2002,0.0000,0.0000,0.4000,239.98,96.00,48.06,19.22,0,68,Alto,Campana de reactivacion personalizada,1,4,4,9,144,Valiosos en riesgo
5322,5324,Gaspar Galán Arce,gaspar.galán_2572@example.com,2024-11-08,2024-11-08,2025-12-30,1,1,0,199.90,0.00,199.90,79.96,199.90,417,417,0.0730,0.8759,0.0000,0.0000,0.4000,199.90,79.96,175.09,70.04,0,60,Alto,Campana de reactivacion personalizada,3,4,4,11,344,Alto valor
5323,5325,Cloe Heredia Chacón,cloe.heredia_2573@example.com,2022-05-20,2022-05-20,2025-12-30,1,1,0,89.90,0.00,89.90,35.96,89.90,1320,1320,0.0231,0.2767,0.0000,0.0000,0.4000,89.90,35.96,24.88,9.95,0,60,Alto,Mantener seguimiento comercial,2,2,2,6,222,Clientes dormidos
5324,5326,Brais Galán Cabezas,brais.galán_2574@example.com,2024-11-08,2024-11-08,2025-12-30,1,1,0,159.99,0.00,159.99,64.00,159.99,417,417,0.0730,0.8759,0.0000,0.0000,0.4000,159.99,64.00,140.14,56.06,0,60,Alto,Campana de reactivacion personalizada,3,3,3,9,333,Clientes medios
5325,5327,Alejo Godoy Alcaraz,alejo.godoy_2575@example.com,2024-12-14,2024-12-14,2025-12-30,1,1,1,179.99,179.99,0.00,0.00,179.99,381,381,0.0799,0.9587,1.0000,1.0000,,0.00,0.00,172.55,0.00,0,72,Alto,Revisar experiencia y causas de devolucion,3,1,1,5,311,Clientes medios
5326,5328,Carles Barrenechea Cabezas,carles.barrenechea_2576@example.com,2025-10-30,2025-10-30,2025-12-30,1,1,0,129.90,0.00,129.90,51.96,129.90,61,61,0.4990,1.0000,0.0000,0.0000,0.4000,129.90,51.96,777.80,311.12,0,8,Bajo,Fidelizacion y venta cruzada,5,3,3,11,533,Clientes fieles recientes
5327,5329,Fermín Bielsa Colunga,fermín.bielsa_2577@example.com,2021-02-12,2021-02-12,2025-12-30,1,3,0,299.70,0.00,299.70,119.88,299.70,1782,1782,0.0171,0.2050,0.0000,0.0000,0.4000,299.70,119.88,61.43,24.57,0,68,Alto,Campana de reactivacion personalizada,1,4,4,9,144,Valiosos en riesgo
5328,5330,Domingo Buitrago Heredia,domingo.buitrago_2578@example.com,2023-08-13,2023-08-13,2025-12-30,1,1,1,159.99,159.99,0.00,0.00,159.99,870,870,0.0350,0.4198,1.0000,1.0000,,0.00,0.00,67.17,0.00,0,80,Critico,Revisar experiencia y causas de devolucion,3,1,1,5,311,Clientes medios
5329,5331,Eulalia Cuadrado Cabezas,eulalia.cuadrado_2579@example.com,2025-10-21,2025-10-21,2025-12-30,1,1,0,39.90,0.00,39.90,15.96,39.90,70,70,0.4348,1.0000,0.0000,0.0000,0.4000,39.90,15.96,208.19,83.28,0,8,Bajo,Fidelizacion y venta cruzada,5,1,1,7,511,Clientes medios
5330,5332,Inmaculada Andrade Fariña,inmaculada.andrade_2580@example.com,2023-07-28,2023-07-28,2025-12-30,1,1,0,159.99,0.00,159.99,64.00,159.99,886,886,0.0344,0.4122,0.0000,0.0000,0.4000,159.99,64.00,65.96,26.38,0,68,Alto,Campana de reactivacion personalizada,2,3,3,8,233,Clientes medios
5331,5333,Efrén Echevarría Godoy,efrén.echevarría_2581@example.com,2022-05-05,2022-05-05,2025-12-30,1,2,0,359.98,0.00,359.98,144.00,359.98,1335,1335,0.0228,0.2736,0.0000,0.0000,0.4000,359.98,144.00,98.49,39.40,0,75,Critico,Recuperacion prioritaria de alto valor,2,4,4,10,244,Valiosos en riesgo
5332,5334,Gael Alcántara Carmona,gael.alcántara_2582@example.com,2023-08-30,2023-08-30,2025-12-30,1,1,0,159.99,0.00,159.99,64.00,159.99,853,853,0.0357,0.4282,0.0000,0.0000,0.4000,159.99,64.00,68.51,27.40,0,68,Alto,Campana de reactivacion personalizada,3,3,3,9,333,Clientes medios
5333,5335,Efrén Casillas Carmona,efrén.casillas_2583@example.com,2023-07-28,2023-07-28,2025-12-30,1,1,0,89.99,0.00,89.99,36.00,89.99,886,886,0.0344,0.4122,0.0000,0.0000,0.4000,89.99,36.00,37.10,14.84,0,60,Alto,Mantener seguimiento comercial,2,2,2,6,222,Clientes dormidos
5334,5336,Gumersindo Chacón Argüelles,gumersindo.chacón_2584@example.com,2023-07-13,2023-07-13,2025-12-30,1,1,0,29.99,0.00,29.99,12.00,29.99,901,901,0.0338,0.4054,0.0000,0.0000,0.4001,29.99,12.00,12.16,4.86,0,60,Alto,Mantener seguimiento comercial,2,1,1,4,211,Clientes dormidos
5335,5337,Delfina Ballester Chacón,delfina.ballester_2585@example.com,2021-03-21,2021-03-21,2025-12-30,1,2,0,259.80,0.00,259.80,103.92,259.80,1745,1745,0.0174,0.2093,0.0000,0.0000,0.4000,259.80,103.92,54.38,21.75,0,68,Alto,Campana de reactivacion personalizada,1,4,4,9,144,Valiosos en riesgo
5336,5338,Caleb Encinas Carrillo,caleb.encinas_2586@example.com,2024-11-08,2024-11-08,2025-12-30,1,1,0,25.99,0.00,25.99,10.40,25.99,417,417,0.0730,0.8759,0.0000,0.0000,0.4002,25.99,10.40,22.76,9.11,0,52,Medio,Mantener seguimiento comercial,3,1,1,5,311,Clientes medios
5337,5339,Arán Durán Ballester,arán.durán_2587@example.com,2022-06-19,2022-06-19,2025-12-30,1,1,0,39.99,0.00,39.99,16.00,39.99,1290,1290,0.0236,0.2831,0.0000,0.0000,0.4001,39.99,16.00,11.32,4.53,0,60,Alto,Mantener seguimiento comercial,2,1,1,4,211,Clientes dormidos
5338,5340,Caleb Arcos Ballester,caleb.arcos_2588@example.com,2023-07-06,2023-07-06,2025-12-30,1,2,0,379.98,0.00,379.98,152.00,379.98,908,908,0.0335,0.4023,0.0000,0.0000,0.4000,379.98,152.00,152.85,61.14,0,75,Critico,Recuperacion prioritaria de alto valor,2,4,4,10,244,Valiosos en riesgo
5339,5341,Gumersindo Caparrós Arce,gumersindo.caparrós_2589@example.com,2024-11-15,2024-11-15,2025-12-30,1,1,0,99.90,0.00,99.90,39.96,99.90,410,410,0.0742,0.8909,0.0000,0.0000,0.4000,99.90,39.96,89.00,35.60,0,52,Medio,Mantener seguimiento comercial,3,2,2,7,322,Clientes medios
5340,5342,Gumersindo Bielsa Buitrago,gumersindo.bielsa_2590@example.com,2022-06-11,2022-06-11,2025-12-30,1,2,1,399.80,199.90,199.90,79.96,399.80,1298,1298,0.0234,0.2814,0.5000,0.5000,0.4000,199.90,79.96,112.50,22.50,0,88,Critico,Campana de reactivacion personalizada,2,4,4,10,244,Valiosos en riesgo
5341,5343,Aurelio Gimeno Gimeno,aurelio.gimeno_2591@example.com,2021-02-23,2021-02-23,2025-12-30,1,1,1,89.90,89.90,0.00,0.00,89.90,1771,1771,0.0172,0.2062,1.0000,1.0000,,0.00,0.00,18.54,0.00,0,80,Critico,Revisar experiencia y causas de devolucion,1,1,1,3,111,Clientes dormidos
5342,5344,Alexia Gálvez Avilés,alexia.gálvez_2592@example.com,2025-10-10,2025-10-10,2025-12-30,1,1,0,89.99,0.00,89.99,36.00,89.99,81,81,0.3758,1.0000,0.0000,0.0000,0.4000,89.99,36.00,405.79,162.33,0,8,Bajo,Fidelizacion y venta cruzada,4,2,2,8,422,Clientes medios
5343,5345,Cruz Cañete Bandeira,cruz.cañete_2593@example.com,2023-08-24,2023-08-24,2025-12-30,1,1,0,39.90,0.00,39.90,15.96,39.90,859,859,0.0354,0.4252,0.0000,0.0000,0.4000,39.90,15.96,16.97,6.79,0,60,Alto,Mantener seguimiento comercial,3,1,1,5,311,Clientes medios
5344,5346,Domingo Echevarría Barrenechea,domingo.echevarría_2594@example.com,2025-10-24,2025-10-24,2025-12-30,1,1,0,19.99,0.00,19.99,8.00,19.99,67,67,0.4543,1.0000,0.0000,0.0000,0.4002,19.99,8.00,108.98,43.61,0,8,Bajo,Fidelizacion y venta cruzada,5,1,1,7,511,Clientes medios
5345,5347,Clara Astorga Acedo,clara.astorga_2595@example.com,2023-07-04,2023-07-04,2025-12-30,1,1,0,34.99,0.00,34.99,14.00,34.99,910,910,0.0334,0.4014,0.0000,0.0000,0.4001,34.99,14.00,14.04,5.62,0,60,Alto,Mantener seguimiento comercial,2,1,1,4,211,Clientes dormidos
5346,5348,Gumersindo Barrenechea Bellido,gumersindo.barrenechea_2596@example.com,2021-01-23,2021-01-23,2025-12-30,1,1,0,59.99,0.00,59.99,24.00,59.99,1802,1802,0.0169,0.2027,0.0000,0.0000,0.4001,59.99,24.00,12.16,4.86,0,60,Alto,Mantener seguimiento comercial,1,2,2,5,122,Clientes dormidos
5347,5349,Beltrán Alcántara Heredia,beltrán.alcántara_2597@example.com,2023-07-17,2023-07-17,2025-12-30,1,3,0,389.97,0.00,389.97,156.00,389.97,897,897,0.0339,0.4072,0.0000,0.0000,0.4000,389.97,156.00,158.79,63.52,0,75,Critico,Recuperacion prioritaria de alto valor,2,5,5,12,255,Valiosos en riesgo
5348,5350,Delfina Chacón Espinosa,delfina.chacón_2598@example.com,2025-10-10,2025-10-10,2025-12-30,1,2,0,279.98,0.00,279.98,112.00,279.98,81,81,0.3758,1.0000,0.0000,0.0000,0.4000,279.98,112.00,1262.50,505.04,0,16,Bajo,Fidelizacion y venta cruzada,4,4,4,12,444,Clientes estrella
5349,5351,Eric Almeida Carrillo,eric.almeida_2599@example.com,2024-12-15,2024-12-15,2025-12-30,1,2,0,59.98,0.00,59.98,24.00,59.98,380,380,0.0801,0.9612,0.0000,0.0000,0.4001,59.98,24.00,57.65,23.07,0,52,Medio,Mantener seguimiento comercial,3,2,2,7,322,Clientes medios
5350,5352,Gumersindo Ariza Alcaraz,gumersindo.ariza_2600@example.com,2022-04-17,2022-04-17,2025-12-30,1,2,1,299.98,149.99,149.99,60.00,299.98,1353,1353,0.0225,0.2700,0.5000,0.5000,0.4000,149.99,60.00,80.98,16.20,0,88,Critico,Campana de reactivacion personalizada,1,3,3,7,133,Clientes medios
5351,5353,Carles Adán Bielsa,carles.adán_2601@example.com,2023-08-24,2023-08-24,2025-12-30,1,1,0,39.90,0.00,39.90,15.96,39.90,859,859,0.0354,0.4252,0.0000,0.0000,0.4000,39.90,15.96,16.97,6.79,0,60,Alto,Mantener seguimiento comercial,3,1,1,5,311,Clientes medios
5352,5354,Carles Ballester Caparrós,carles.ballester_2602@example.com,2025-09-13,2025-09-13,2025-12-30,1,1,0,79.99,0.00,79.99,32.00,79.99,108,108,0.2818,1.0000,0.0000,0.0000,0.4001,79.99,32.00,270.52,108.22,0,21,Bajo,Mantener seguimiento comercial,4,2,2,8,422,Clientes medios
5353,5355,Aitor Casillas Almeida,aitor.casillas_2603@example.com,2022-04-10,2022-04-10,2025-12-30,1,1,0,29.99,0.00,29.99,12.00,29.99,1360,1360,0.0224,0.2686,0.0000,0.0000,0.4001,29.99,12.00,8.05,3.22,0,60,Alto,Mantener seguimiento comercial,1,1,1,3,111,Clientes dormidos
5354,5356,Alexia Bravo Heredia,alexia.bravo_2604@example.com,2024-12-15,2024-12-15,2025-12-30,1,1,0,49.99,0.00,49.99,20.00,49.99,380,380,0.0801,0.9612,0.0000,0.0000,0.4001,49.99,20.00,48.05,19.22,0,52,Medio,Mantener seguimiento comercial,3,2,2,7,322,Clientes medios
